segment,waterbody,station,depth (m),deployment_start_date (UTC),deployment_end_date (UTC)
Annapolis_Annapolis Basin_Cornwallis_2.0_2020-06-11T00:00:00Z_2020-11-22T00:00:00Z,Annapolis Basin,Cornwallis,2.0,2020-06-11T00:00:00Z,2020-11-22T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_2.0_2020-06-11T00:00:00Z_2020-11-22T00:00:00Z,Annapolis Basin,Lobster Ledge,2.0,2020-06-11T00:00:00Z,2020-11-22T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_6.0_2020-06-11T00:00:00Z_2020-11-22T00:00:00Z,Annapolis Basin,Lobster Ledge,6.0,2020-06-11T00:00:00Z,2020-11-22T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_4.0_2020-06-11T00:00:00Z_2020-11-22T00:00:00Z,Annapolis Basin,Lobster Ledge,4.0,2020-06-11T00:00:00Z,2020-11-22T00:00:00Z
Annapolis_Annapolis Basin_Cornwallis_1.0_2020-06-11T00:00:00Z_2020-11-22T00:00:00Z,Annapolis Basin,Cornwallis,1.0,2020-06-11T00:00:00Z,2020-11-22T00:00:00Z
Annapolis_Annapolis Basin_Cornwallis_1.0_2020-11-22T00:00:00Z_2021-06-16T00:00:00Z,Annapolis Basin,Cornwallis,1.0,2020-11-22T00:00:00Z,2021-06-16T00:00:00Z
Annapolis_Annapolis Basin_Cornwallis_2.0_2020-11-22T00:00:00Z_2021-06-16T00:00:00Z,Annapolis Basin,Cornwallis,2.0,2020-11-22T00:00:00Z,2021-06-16T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_6.0_2020-11-22T00:00:00Z_2021-06-16T00:00:00Z,Annapolis Basin,Lobster Ledge,6.0,2020-11-22T00:00:00Z,2021-06-16T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_4.0_2020-11-22T00:00:00Z_2021-06-16T00:00:00Z,Annapolis Basin,Lobster Ledge,4.0,2020-11-22T00:00:00Z,2021-06-16T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_2.0_2020-11-22T00:00:00Z_2021-06-16T00:00:00Z,Annapolis Basin,Lobster Ledge,2.0,2020-11-22T00:00:00Z,2021-06-16T00:00:00Z
Annapolis_Annapolis Basin_5005_1.0_2021-05-14T00:00:00Z_2021-06-18T00:00:00Z,Annapolis Basin,5005,1.0,2021-05-14T00:00:00Z,2021-06-18T00:00:00Z
Annapolis_Annapolis Basin_5006_1.3_2021-05-14T00:00:00Z_2021-06-18T00:00:00Z,Annapolis Basin,5006,1.3,2021-05-14T00:00:00Z,2021-06-18T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_4.0_2021-06-16T00:00:00Z_2022-06-20T00:00:00Z,Annapolis Basin,Lobster Ledge,4.0,2021-06-16T00:00:00Z,2022-06-20T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_2.0_2021-06-16T00:00:00Z_2022-06-20T00:00:00Z,Annapolis Basin,Lobster Ledge,2.0,2021-06-16T00:00:00Z,2022-06-20T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_6.0_2021-06-16T00:00:00Z_2022-06-20T00:00:00Z,Annapolis Basin,Lobster Ledge,6.0,2021-06-16T00:00:00Z,2022-06-20T00:00:00Z
Annapolis_Annapolis Basin_1042_0.5_2021-08-27T00:00:00Z_2022-05-23T00:00:00Z,Annapolis Basin,1042,0.5,2021-08-27T00:00:00Z,2022-05-23T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_4.0_2022-06-20T00:00:00Z_2023-05-24T00:00:00Z,Annapolis Basin,Lobster Ledge,4.0,2022-06-20T00:00:00Z,2023-05-24T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_6.0_2022-06-20T00:00:00Z_2023-05-24T00:00:00Z,Annapolis Basin,Lobster Ledge,6.0,2022-06-20T00:00:00Z,2023-05-24T00:00:00Z
Annapolis_Annapolis Basin_Lobster Ledge_2.0_2022-06-20T00:00:00Z_2023-05-24T00:00:00Z,Annapolis Basin,Lobster Ledge,2.0,2022-06-20T00:00:00Z,2023-05-24T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.0_2020-10-01T00:00:00Z_2021-06-03T00:00:00Z,Grahams Cove,Captains Pond,1.0,2020-10-01T00:00:00Z,2021-06-03T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_2.0_2020-10-01T00:00:00Z_2021-06-03T00:00:00Z,Grahams Cove,Captains Pond,2.0,2020-10-01T00:00:00Z,2021-06-03T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2021-06-03T00:00:00Z_2021-06-24T00:00:00Z,Antigonish Harbour,Southside,1.5,2021-06-03T00:00:00Z,2021-06-24T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.4_2021-06-03T00:00:00Z_2022-05-25T00:00:00Z,Grahams Cove,Captains Pond,0.4,2021-06-03T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.3_2021-06-03T00:00:00Z_2022-05-25T00:00:00Z,Grahams Cove,Captains Pond,1.3,2021-06-03T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2021-06-03T00:00:00Z_2021-06-24T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2021-06-03T00:00:00Z,2021-06-24T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2021-06-24T00:00:00Z_2021-10-20T00:00:00Z,Antigonish Harbour,Southside,1.5,2021-06-24T00:00:00Z,2021-10-20T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2021-06-24T00:00:00Z_2021-10-20T00:00:00Z,Antigonish Harbour,Southside,1.0,2021-06-24T00:00:00Z,2021-10-20T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.6_2021-06-24T00:00:00Z_2021-10-20T00:00:00Z,Monks Head Harbour,Monks Head,1.6,2021-06-24T00:00:00Z,2021-10-20T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2021-06-24T00:00:00Z_2021-10-20T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2021-06-24T00:00:00Z,2021-10-20T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2021-10-20T00:00:00Z_2022-05-25T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2021-10-20T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.6_2021-10-20T00:00:00Z_2022-05-25T00:00:00Z,Monks Head Harbour,Monks Head,1.6,2021-10-20T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2021-10-20T00:00:00Z_2022-05-25T00:00:00Z,Antigonish Harbour,Southside,1.0,2021-10-20T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2021-10-20T00:00:00Z_2022-05-25T00:00:00Z,Antigonish Harbour,Southside,1.5,2021-10-20T00:00:00Z,2022-05-25T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2022-05-25T00:00:00Z_2022-10-20T00:00:00Z,Antigonish Harbour,Southside,1.5,2022-05-25T00:00:00Z,2022-10-20T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2022-05-25T00:00:00Z_2022-10-20T00:00:00Z,Antigonish Harbour,Southside,1.0,2022-05-25T00:00:00Z,2022-10-20T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.5_2022-05-25T00:00:00Z_2022-10-20T00:00:00Z,Grahams Cove,Captains Pond,1.5,2022-05-25T00:00:00Z,2022-10-20T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.5_2022-05-25T00:00:00Z_2022-10-20T00:00:00Z,Grahams Cove,Captains Pond,0.5,2022-05-25T00:00:00Z,2022-10-20T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.5_2022-05-25T00:00:00Z_2022-09-29T00:00:00Z,Monks Head Harbour,Monks Head,1.5,2022-05-25T00:00:00Z,2022-09-29T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.0_2022-05-25T00:00:00Z_2022-09-29T00:00:00Z,Monks Head Harbour,Monks Head,1.0,2022-05-25T00:00:00Z,2022-09-29T00:00:00Z
Antigonish_Tracadie Harbour_Tracadie 3_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Tracadie Harbour,Tracadie 3,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Tracadie Harbour_Tracadie 2_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Tracadie Harbour,Tracadie 2,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Tracadie Harbour_Tracadie 1_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Tracadie Harbour,Tracadie 1,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Grahams Cove_Antigonish 2_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Grahams Cove,Antigonish 2,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Grahams Cove_Antigonish 3_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Grahams Cove,Antigonish 3,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Grahams Cove_Antigonish 1_0.5_2022-06-08T00:00:00Z_2022-09-21T00:00:00Z,Grahams Cove,Antigonish 1,0.5,2022-06-08T00:00:00Z,2022-09-21T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2022-09-29T00:00:00Z_2023-06-27T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2022-09-29T00:00:00Z,2023-06-27T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.6_2022-09-29T00:00:00Z_2023-06-27T00:00:00Z,Monks Head Harbour,Monks Head,1.6,2022-09-29T00:00:00Z,2023-06-27T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2022-10-20T00:00:00Z_2023-06-26T00:00:00Z,Antigonish Harbour,Southside,1.5,2022-10-20T00:00:00Z,2023-06-26T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2022-10-20T00:00:00Z_2023-06-26T00:00:00Z,Antigonish Harbour,Southside,1.0,2022-10-20T00:00:00Z,2023-06-26T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.3_2022-10-20T00:00:00Z_2023-06-26T00:00:00Z,Grahams Cove,Captains Pond,1.3,2022-10-20T00:00:00Z,2023-06-26T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.4_2022-10-20T00:00:00Z_2023-06-26T00:00:00Z,Grahams Cove,Captains Pond,0.4,2022-10-20T00:00:00Z,2023-06-26T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2023-06-26T00:00:00Z_2023-11-01T00:00:00Z,Antigonish Harbour,Southside,1.0,2023-06-26T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2023-06-26T00:00:00Z_2023-11-01T00:00:00Z,Antigonish Harbour,Southside,1.5,2023-06-26T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.3_2023-06-26T00:00:00Z_2023-11-01T00:00:00Z,Grahams Cove,Captains Pond,1.3,2023-06-26T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.4_2023-06-26T00:00:00Z_2023-11-01T00:00:00Z,Grahams Cove,Captains Pond,0.4,2023-06-26T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.6_2023-06-27T00:00:00Z_2023-11-01T00:00:00Z,Monks Head Harbour,Monks Head,1.6,2023-06-27T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2023-06-27T00:00:00Z_2023-11-01T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2023-06-27T00:00:00Z,2023-11-01T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_1.6_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Monks Head Harbour,Monks Head,1.6,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Monks Head Harbour_Monks Head_0.8_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Monks Head Harbour,Monks Head,0.8,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Antigonish Harbour,Southside,1.5,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Antigonish Harbour,Southside,1.0,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.3_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Grahams Cove,Captains Pond,1.3,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.4_2023-11-01T00:00:00Z_2024-05-15T00:00:00Z,Grahams Cove,Captains Pond,0.4,2023-11-01T00:00:00Z,2024-05-15T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.0_2024-05-15T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,Southside,1.0,2024-05-15T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_0.4_2024-05-15T00:00:00Z_2024-10-18T00:00:00Z,Grahams Cove,Captains Pond,0.4,2024-05-15T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_Southside_1.5_2024-05-15T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,Southside,1.5,2024-05-15T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Grahams Cove_Captains Pond_1.3_2024-05-15T00:00:00Z_2024-10-18T00:00:00Z,Grahams Cove,Captains Pond,1.3,2024-05-15T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_St. Georges Bay_St. Georges Bay N_16.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,St. Georges Bay,St. Georges Bay N,16.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_St. Georges Bay_St. Georges Bay S_15.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,St. Georges Bay,St. Georges Bay S,15.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_St. Georges Bay_St. Georges Bay W_14.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,St. Georges Bay,St. Georges Bay W,14.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1442_2.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1442,2.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1442_0.5_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1442,0.5,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1442_0.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1442,0.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1442_1.0_2024-05-16T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1442,1.0,2024-05-16T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1443_0.0_2024-07-04T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1443,0.0,2024-07-04T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1443_2.0_2024-07-04T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1443,2.0,2024-07-04T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1443_0.5_2024-07-04T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1443,0.5,2024-07-04T00:00:00Z,2024-10-18T00:00:00Z
Antigonish_Antigonish Harbour_1443_1.0_2024-07-04T00:00:00Z_2024-10-18T00:00:00Z,Antigonish Harbour,1443,1.0,2024-07-04T00:00:00Z,2024-10-18T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_5.0_2020-10-01T00:00:00Z_2021-06-24T00:00:00Z,Tatamagouche Bay,Malagash,5.0,2020-10-01T00:00:00Z,2021-06-24T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_7.0_2020-10-01T00:00:00Z_2021-06-24T00:00:00Z,Tatamagouche Bay,Malagash,7.0,2020-10-01T00:00:00Z,2021-06-24T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_2.0_2020-10-01T00:00:00Z_2021-06-24T00:00:00Z,Tatamagouche Bay,Malagash,2.0,2020-10-01T00:00:00Z,2021-06-24T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_7.0_2021-06-24T00:00:00Z_2022-06-03T00:00:00Z,Tatamagouche Bay,Malagash,7.0,2021-06-24T00:00:00Z,2022-06-03T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_2.0_2021-06-24T00:00:00Z_2022-06-03T00:00:00Z,Tatamagouche Bay,Malagash,2.0,2021-06-24T00:00:00Z,2022-06-03T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_5.0_2021-06-24T00:00:00Z_2022-06-03T00:00:00Z,Tatamagouche Bay,Malagash,5.0,2021-06-24T00:00:00Z,2022-06-03T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_5.0_2022-06-03T00:00:00Z_2023-06-07T00:00:00Z,Tatamagouche Bay,Malagash,5.0,2022-06-03T00:00:00Z,2023-06-07T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_2.0_2022-06-03T00:00:00Z_2023-06-07T00:00:00Z,Tatamagouche Bay,Malagash,2.0,2022-06-03T00:00:00Z,2023-06-07T00:00:00Z
Colchester_Tatamagouche Bay_Malagash_7.0_2022-06-03T00:00:00Z_2023-06-07T00:00:00Z,Tatamagouche Bay,Malagash,7.0,2022-06-03T00:00:00Z,2023-06-07T00:00:00Z
Colchester_McNabs Bay_McNabs Point 3_0.5_2022-06-08T00:00:00Z_2022-09-20T00:00:00Z,McNabs Bay,McNabs Point 3,0.5,2022-06-08T00:00:00Z,2022-09-20T00:00:00Z
Colchester_McNabs Bay_McNabs Point 2_0.5_2022-06-08T00:00:00Z_2022-09-20T00:00:00Z,McNabs Bay,McNabs Point 2,0.5,2022-06-08T00:00:00Z,2022-09-20T00:00:00Z
Colchester_McNabs Bay_McNabs Point 1_0.5_2022-06-08T00:00:00Z_2022-09-20T00:00:00Z,McNabs Bay,McNabs Point 1,0.5,2022-06-08T00:00:00Z,2022-09-20T00:00:00Z
Digby_St. Marys Bay_Long Beach_2.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Beach,2.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Long Island 1_15.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Island 1,15.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Long Island 2_2.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Island 2,2.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_15.0_2020-07-16T00:00:00Z_2020-11-30T00:00:00Z,St. Marys Bay,Sandy Cove,15.0,2020-07-16T00:00:00Z,2020-11-30T00:00:00Z
Digby_St. Marys Bay_Long Beach_5.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Beach,5.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_5.0_2020-07-16T00:00:00Z_2020-11-30T00:00:00Z,St. Marys Bay,Sandy Cove,5.0,2020-07-16T00:00:00Z,2020-11-30T00:00:00Z
Digby_St. Marys Bay_Long Island 2_5.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Island 2,5.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Long Island 1_5.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Island 1,5.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Long Beach_30.0_2020-07-16T00:00:00Z_2020-11-29T00:00:00Z,St. Marys Bay,Long Beach,30.0,2020-07-16T00:00:00Z,2020-11-29T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_18.0_2020-07-16T00:00:00Z_2020-11-30T00:00:00Z,St. Marys Bay,Sandy Cove,18.0,2020-07-16T00:00:00Z,2020-11-30T00:00:00Z
Digby_St. Marys Bay_Long Island 2_5.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,5.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Island 2_15.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,15.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Island 2_10.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,10.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Island 2_20.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,20.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Island 2_2.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,2.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Island 2_30.0_2020-11-29T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Island 2,30.0,2020-11-29T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_2.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Sandy Cove,2.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_5.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Sandy Cove,5.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_10.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Sandy Cove,10.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_15.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Sandy Cove,15.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_2.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,2.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_5.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,5.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_15.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,15.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_20.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,20.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_10.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,10.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_Long Beach_30.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Long Beach,30.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_5008_1.0_2021-03-16T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,5008,1.0,2021-03-16T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_5007_1.3_2021-03-16T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,5007,1.3,2021-03-16T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_5007_1.0_2021-06-17T00:00:00Z_2021-09-22T00:00:00Z,St. Marys Bay,5007,1.0,2021-06-17T00:00:00Z,2021-09-22T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_18.0_2020-11-30T00:00:00Z_2021-06-17T00:00:00Z,St. Marys Bay,Sandy Cove,18.0,2020-11-30T00:00:00Z,2021-06-17T00:00:00Z
Digby_St. Marys Bay_5008_3.0_2021-06-17T00:00:00Z_2021-09-22T00:00:00Z,St. Marys Bay,5008,3.0,2021-06-17T00:00:00Z,2021-09-22T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_2.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Sandy Cove,2.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_5.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Sandy Cove,5.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Long Beach_15.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Long Beach,15.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Long Beach_5.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Long Beach,5.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Long Island 2_20.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Long Island 2,20.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Long Island 2_5.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Long Island 2,5.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Centreville_3.5_2021-08-05T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Centreville,3.5,2021-08-05T00:00:00Z,2021-11-08T00:00:00Z
Digby_Sissiboo River_Sissiboo_0.41_2021-08-05T00:00:00Z_2021-11-08T00:00:00Z,Sissiboo River,Sissiboo,0.41,2021-08-05T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Long Island 2_15.0_2021-11-08T00:00:00Z_2022-06-07T00:00:00Z,St. Marys Bay,Long Island 2,15.0,2021-11-08T00:00:00Z,2022-06-07T00:00:00Z
Digby_St. Marys Bay_Long Island 2_5.0_2021-11-08T00:00:00Z_2022-06-07T00:00:00Z,St. Marys Bay,Long Island 2,5.0,2021-11-08T00:00:00Z,2022-06-07T00:00:00Z
Digby_St. Marys Bay_Long Beach_30.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Long Beach,30.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
Digby_St. Marys Bay_Sandy Cove_18.0_2021-06-17T00:00:00Z_2021-11-08T00:00:00Z,St. Marys Bay,Sandy Cove,18.0,2021-06-17T00:00:00Z,2021-11-08T00:00:00Z
